age,workclass,education,marital-status,occupation,sex,capital-gain,hours-per-week,income
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
42, Private,10th, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,60,<=50K
25, Private, HS-grad, Never-married, Adm-clerical, Female,0,46,<=50K
23, Private, Bachelors, Never-married, Exec-managerial, Male,0,40,<=50K
34, Private, HS-grad, Separated, Sales, Female,0,20,<=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,2580,45,<=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Male,15024,50,>50K
33, Private, Some-college, Married-spouse-absent, Prof-specialty, Male,0,40,<=50K
38, Private, Bachelors, Divorced, Exec-managerial, Female,0,55,<=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Male,0,30,<=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
32, Private, Some-college, Never-married, Adm-clerical, Male,0,30,<=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
58, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Male,15024,40,>50K
20, Private, HS-grad, Never-married, Adm-clerical, Female,0,20,<=50K
63, ?, HS-grad, Divorced, ?, Female,0,40,<=50K
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Male,0,50,<=50K
30, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Male,0,40,<=50K
39, Private, Some-college, Divorced, Exec-managerial, Female,0,39,<=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Male,0,50,>50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,>50K
41, State-gov, Bachelors, Never-married, Prof-specialty, Male,0,40,<=50K
50, Private, Some-college, Divorced, Craft-repair, Male,0,40,<=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
27, Private, Bachelors, Never-married, Exec-managerial, Male,0,40,<=50K
27, Private, Bachelors, Never-married, Prof-specialty, Male,13550,40,>50K
58, Private,5th-6th, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
25, Private, Some-college, Never-married, Tech-support, Male,0,15,<=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Female,0,40,<=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
55, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,40,>50K
22, Private, Assoc-voc, Never-married, Other-service, Female,0,12,<=50K
44, Private, Assoc-acdm, Separated, Exec-managerial, Male,0,40,<=50K
41, ?, Assoc-voc, Married-civ-spouse, ?, Female,0,5,<=50K
44, Private,12th, Divorced, Transport-moving, Female,0,40,<=50K
61, Private,7th-8th, Married-civ-spouse, Farming-fishing, Male,0,54,<=50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,45,>50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
32, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,0,65,>50K
46, State-gov,7th-8th, Never-married, Other-service, Female,0,40,<=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Female,0,20,<=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
62, Local-gov, HS-grad, Divorced, Other-service, Female,0,35,<=50K
60, State-gov, Masters, Married-civ-spouse, Prof-specialty, Male,0,38,>50K
67, Private, HS-grad, Divorced, Sales, Female,0,20,<=50K
19, Private, HS-grad, Never-married, Sales, Female,0,30,<=50K
55, ?, HS-grad, Never-married, ?, Female,0,40,<=50K
48, Private,10th, Married-civ-spouse, Craft-repair, Male,0,65,>50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Female,0,20,<=50K
19, Private, Some-college, Never-married, Other-service, Female,0,30,<=50K
43, Private, HS-grad, Divorced, Exec-managerial, Female,0,40,<=50K
31, Private, Doctorate, Married-civ-spouse, Prof-specialty, Female,0,90,<=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Female,0,45,<=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Female,0,40,<=50K
36, State-gov, Masters, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
33, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Male,3908,40,<=50K
72, ?,10th, Divorced, ?, Male,0,12,<=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Male,0,50,>50K
27, Private, Some-college, Never-married, Craft-repair, Male,0,45,<=50K
75, Self-emp-inc,11th, Never-married, Exec-managerial, Male,0,50,<=50K
39, ?,10th, Widowed, ?, Female,0,15,<=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,40,<=50K
31, Private, Some-college, Never-married, Prof-specialty, Male,0,40,<=50K
40, Private, Masters, Never-married, Exec-managerial, Female,0,40,>50K
48, Private, HS-grad, Divorced, Sales, Female,0,30,<=50K
36, Local-gov, Bachelors, Never-married, Protective-serv, Male,0,40,<=50K
18, Private, HS-grad, Never-married, Other-service, Male,0,20,<=50K
33, Private, HS-grad, Never-married, Exec-managerial, Female,0,40,<=50K
34, Private, Masters, Married-civ-spouse, Sales, Male,0,40,<=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Male,3103,48,>50K
39, State-gov, Assoc-acdm, Divorced, Prof-specialty, Female,0,40,<=50K
20, Private, HS-grad, Never-married, Other-service, Male,0,35,<=50K
67, Local-gov, Some-college, Divorced, Adm-clerical, Female,0,20,<=50K
42, Private, Assoc-voc, Never-married, Adm-clerical, Female,0,60,<=50K
59, Private,11th, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
31, Local-gov, HS-grad, Never-married, Protective-serv, Male,0,40,<=50K
19, Private, Some-college, Never-married, Other-service, Female,2036,30,<=50K
47, Private, Some-college, Divorced, Exec-managerial, Female,0,48,<=50K
68, Private,7th-8th, Married-civ-spouse, Other-service, Male,0,30,<=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Male,0,40,<=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Male,0,60,<=50K
49, Private,7th-8th, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,>50K
60, Private, Some-college, Married-civ-spouse, Sales, Male,7298,40,>50K
51, Private, Some-college, Married-civ-spouse, Sales, Male,0,40,>50K
24, Private, Bachelors, Never-married, Adm-clerical, Male,0,40,<=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Female,0,35,<=50K
24, Private, Bachelors, Never-married, Exec-managerial, Female,0,40,<=50K
21, Private,5th-6th, Married-civ-spouse, Other-service, Male,0,40,<=50K
48, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Female,0,40,>50K
52, Local-gov,9th, Married-civ-spouse, Other-service, Female,0,40,<=50K
48, Private, HS-grad, Divorced, Handlers-cleaners, Male,0,40,<=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,7688,66,>50K
29, ?,11th, Divorced, ?, Female,3418,48,<=50K
20, Private, Some-college, Never-married, Tech-support, Female,0,20,<=50K
31, Private, HS-grad, Divorced, Sales, Female,0,25,<=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,0,50,<=50K
30, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
51, Private, HS-grad, Never-married, Handlers-cleaners, Female,0,40,<=50K
29, Private, Assoc-voc, Divorced, Exec-managerial, Female,0,40,<=50K
56, Self-emp-not-inc, Masters, Never-married, Sales, Male,0,16,<=50K
46, Private, Bachelors, Separated, Tech-support, Female,0,40,<=50K
41, Private, Some-college, Separated, Prof-specialty, Female,0,40,<=50K
29, Private,5th-6th, Never-married, Other-service, Female,0,40,<=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,30,<=50K
34, Self-emp-inc, HS-grad, Divorced, Sales, Female,0,50,<=50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,0,50,<=50K
25, Private, HS-grad, Never-married, Other-service, Female,0,30,<=50K
47, Private,11th, Divorced, Other-service, Female,0,40,<=50K
23, Private, HS-grad, Never-married, Sales, Male,0,40,<=50K
43, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Male,0,22,<=50K
19, Local-gov, Some-college, Never-married, Other-service, Female,0,35,<=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Male,0,40,<=50K
40, Local-gov, Bachelors, Divorced, Prof-specialty, Female,0,70,<=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
71, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,60,>50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,0,45,<=50K
31, State-gov, Bachelors, Never-married, Adm-clerical, Male,0,47,<=50K
69, ?, Some-college, Married-civ-spouse, ?, Male,0,32,<=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,70,<=50K
36, Private,11th, Widowed, Other-service, Female,0,12,<=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,65,<=50K
20, ?, Some-college, Never-married, ?, Female,594,35,<=50K
41, Private, HS-grad, Never-married, Adm-clerical, Female,0,40,<=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
62, ?,7th-8th, Married-civ-spouse, ?, Male,0,40,<=50K
28, Private, Bachelors, Never-married, Prof-specialty, Female,0,15,<=50K
27, Private,12th, Married-civ-spouse, Farming-fishing, Male,0,55,<=50K
17, Private,11th, Never-married, Handlers-cleaners, Male,0,40,<=50K
35, Self-emp-not-inc, HS-grad, Divorced, Sales, Male,0,50,>50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Female,0,99,<=50K
44, Private, Bachelors, Divorced, Adm-clerical, Female,0,40,<=50K
27, Private, Assoc-voc, Never-married, Other-service, Female,0,40,<=50K
51, Private,9th, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
49, Private, HS-grad, Widowed, Other-service, Female,0,45,<=50K
64, Self-emp-not-inc,10th, Married-civ-spouse, Prof-specialty, Male,0,10,>50K
54, Self-emp-not-inc,7th-8th, Divorced, Transport-moving, Male,0,45,<=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
32, Private, HS-grad, Divorced, Craft-repair, Male,0,35,<=50K
36, Private, Assoc-acdm, Never-married, Sales, Male,10520,43,>50K
26, Self-emp-not-inc, HS-grad, Never-married, Sales, Male,0,50,>50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
38, Private, Assoc-acdm, Divorced, Adm-clerical, Female,0,40,<=50K
26, Private,12th, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Male,0,50,>50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Male,7298,40,>50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Female,0,40,<=50K
66, Local-gov, HS-grad, Widowed, Transport-moving, Female,0,40,<=50K
43, Private, HS-grad, Separated, Adm-clerical, Female,0,32,<=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,45,>50K
37, Private,10th, Divorced, Exec-managerial, Female,0,35,<=50K
25, Private, Some-college, Never-married, Tech-support, Female,0,40,<=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Male,0,50,>50K
63, ?, HS-grad, Married-civ-spouse, ?, Male,0,40,>50K
50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Male,3103,40,>50K
42, State-gov, Masters, Never-married, Prof-specialty, Male,0,70,<=50K
32, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
42, State-gov, Some-college, Married-civ-spouse, Protective-serv, Male,0,40,>50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,50,<=50K
25, Private, Bachelors, Never-married, Sales, Male,3325,40,<=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Male,0,50,<=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Male,0,50,<=50K
32, Private, HS-grad, Never-married, Craft-repair, Male,0,10,<=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,60,<=50K
51, Federal-gov, HS-grad, Divorced, Exec-managerial, Female,0,40,<=50K
67, ?,10th, Never-married, ?, Female,0,35,<=50K
28, Private,11th, Married-spouse-absent, Other-service, Female,0,35,<=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,0,55,>50K
77, Private, Prof-school, Married-civ-spouse, Exec-managerial, Male,0,40,<=50K
47, Private, HS-grad, Divorced, Adm-clerical, Female,0,20,<=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Male,0,40,<=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Male,0,20,<=50K
57, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Male,0,35,>50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,0,45,<=50K
50, Private, Masters, Married-civ-spouse, Sales, Male,0,40,>50K
19, Private,7th-8th, Married-civ-spouse, Handlers-cleaners, Male,0,45,<=50K
54, Federal-gov,12th, Married-civ-spouse, Adm-clerical, Male,0,40,<=50K
51, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Male,0,40,>50K
51, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Male,0,50,>50K
38, State-gov, Some-college, Married-civ-spouse, Protective-serv, Male,7688,40,>50K
68, ?, Bachelors, Married-civ-spouse, ?, Male,0,25,<=50K
17, Private,12th, Never-married, Sales, Female,0,20,<=50K
32, Private, Bachelors, Never-married, Exec-managerial, Male,0,40,<=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,45,<=50K
42, Private, Some-college, Divorced, Sales, Male,0,40,<=50K
40, Private, HS-grad, Divorced, Exec-managerial, Female,0,40,<=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
22, State-gov, Bachelors, Never-married, Prof-specialty, Female,0,20,<=50K
58, Private,11th, Widowed, Other-service, Female,0,40,<=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Male,0,45,>50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Female,0,35,>50K
49, Private, Masters, Married-spouse-absent, Protective-serv, Male,0,40,<=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,40,<=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Female,0,40,<=50K
46, Private, Bachelors, Divorced, Sales, Male,0,40,>50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,45,>50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Male,7688,50,>50K
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Male,7688,40,>50K
57, Private, Some-college, Married-spouse-absent, Adm-clerical, Male,0,40,<=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Female,0,38,<=50K
79, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,40,<=50K
40, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Female,0,45,<=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,40,<=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,80,<=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Male,0,60,>50K
26, Private,10th, Never-married, Farming-fishing, Male,0,40,<=50K
49, Private, HS-grad, Never-married, Transport-moving, Female,1506,40,<=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
22, Private, Some-college, Never-married, Other-service, Male,0,45,<=50K
22, Private,11th, Never-married, Other-service, Female,0,30,<=50K
50, Private,10th, Separated, Adm-clerical, Female,0,47,<=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,60,<=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,50,<=50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Male,0,40,>50K
73, Private,9th, Widowed, Other-service, Female,0,9,<=50K
24, ?, HS-grad, Never-married, ?, Female,0,45,<=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
28, ?,12th, Married-civ-spouse, ?, Female,0,20,<=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Female,0,40,>50K
20, ?, Some-college, Never-married, ?, Female,0,35,<=50K
29, Private,5th-6th, Married-civ-spouse, Farming-fishing, Male,0,40,<=50K
24, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
29, State-gov, Some-college, Never-married, Prof-specialty, Male,0,35,<=50K
18, Private,12th, Never-married, Adm-clerical, Female,0,20,<=50K
41, Private, Bachelors, Divorced, Exec-managerial, Female,0,90,>50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
27, Private,5th-6th, Never-married, Farming-fishing, Male,0,50,<=50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Male,0,45,<=50K
25, Private,1st-4th, Never-married, Machine-op-inspct, Male,0,24,<=50K
42, Private, Bachelors, Divorced, Exec-managerial, Female,0,45,<=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
62, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,0,60,>50K
71, Private, Assoc-voc, Never-married, Adm-clerical, Female,0,40,<=50K
38, Private, Bachelors, Divorced, Exec-managerial, Male,0,55,>50K
44, Private, HS-grad, Married-spouse-absent, Adm-clerical, Female,0,40,<=50K
19, ?,10th, Never-married, ?, Male,0,30,<=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Male,0,60,<=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Male,7688,40,>50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,40,<=50K
26, Private, Bachelors, Never-married, Sales, Female,0,55,<=50K
18, Private,11th, Never-married, Handlers-cleaners, Male,0,12,<=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,50,>50K
65, Local-gov,12th, Widowed, Exec-managerial, Male,2009,44,<=50K
23, Private,10th, Never-married, Craft-repair, Male,0,44,<=50K
21, Private, Some-college, Never-married, Other-service, Female,0,35,<=50K
20, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Male,0,40,<=50K
19, Private, Some-college, Never-married, Sales, Female,0,18,<=50K
77, Private, HS-grad, Widowed, Adm-clerical, Female,0,32,<=50K
32, Private, Assoc-voc, Married-civ-spouse, Tech-support, Male,0,40,<=50K
37, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Male,0,30,<=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Male,0,45,<=50K
59, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,0,45,>50K
22, Private, Some-college, Never-married, Craft-repair, Male,0,40,<=50K
30, ?, Bachelors, Married-civ-spouse, ?, Female,0,20,<=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,48,>50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Male,0,60,<=50K
29, Federal-gov, Some-college, Never-married, Other-service, Female,0,40,>50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,50,>50K
19, Private, Some-college, Never-married, Adm-clerical, Female,0,20,<=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,40,<=50K
58, State-gov, Masters, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
29, Private, HS-grad, Never-married, Sales, Male,0,38,<=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,50,<=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Male,0,50,>50K
19, Private, Some-college, Never-married, Craft-repair, Male,594,40,<=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Female,0,28,>50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Female,0,45,>50K
29, Private, Some-college, Never-married, Sales, Female,0,40,<=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,7688,40,>50K
29, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Male,0,40,<=50K
47, Private, Masters, Divorced, Prof-specialty, Female,0,40,<=50K
37, Private,11th, Married-civ-spouse, Craft-repair, Male,0,40,>50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,45,<=50K
46, Private, Bachelors, Divorced, Sales, Female,0,35,>50K
28, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Male,0,56,>50K
39, Private, HS-grad, Divorced, Adm-clerical, Female,0,40,<=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,0,40,<=50K
70, ?, HS-grad, Widowed, ?, Female,2964,12,<=50K
60, State-gov, HS-grad, Married-civ-spouse, Other-service, Male,0,40,<=50K
35, Private, Bachelors, Never-married, Exec-managerial, Female,0,50,>50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Male,0,48,>50K
21, Private, Some-college, Never-married, Sales, Female,0,60,<=50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Female,0,16,<=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,15024,50,>50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
33, Private, HS-grad, Married-civ-spouse, Sales, Male,0,45,>50K
41, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,0,60,<=50K
31, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Female,0,35,>50K
62, Private, Assoc-voc, Divorced, Other-service, Male,0,40,<=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Female,0,35,<=50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Female,0,60,<=50K
43, Private,10th, Married-civ-spouse, Machine-op-inspct, Male,0,40,>50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Male,3103,55,>50K
42, Private, HS-grad, Separated, Other-service, Female,0,25,<=50K
23, Private, Bachelors, Never-married, Prof-specialty, Female,0,40,<=50K
55, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Male,0,40,>50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,99999,45,>50K
19, Private,11th, Never-married, Sales, Female,0,32,<=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Male,0,40,<=50K
41, Private, HS-grad, Divorced, Craft-repair, Female,0,50,<=50K
63, ?, HS-grad, Married-civ-spouse, ?, Male,0,20,<=50K
51, Private, HS-grad, Separated, Handlers-cleaners, Female,0,40,<=50K
49, Private, HS-grad, Divorced, Transport-moving, Male,0,90,<=50K
29, State-gov, Masters, Never-married, Prof-specialty, Female,0,20,<=50K
25, Private, Some-college, Never-married, Prof-specialty, Male,8614,40,>50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Male,99999,50,>50K
17, Private,11th, Never-married, Handlers-cleaners, Male,0,30,<=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
21, Private,11th, Never-married, Tech-support, Female,0,35,<=50K
26, Private, Some-college, Never-married, Transport-moving, Male,0,40,<=50K
24, Private, Some-college, Never-married, Prof-specialty, Male,0,40,<=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,42,>50K
58, ?, Bachelors, Widowed, ?, Female,27828,50,>50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Male,0,28,<=50K
65, State-gov,7th-8th, Widowed, Other-service, Female,0,24,<=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Male,0,60,>50K
17, Private,10th, Never-married, Handlers-cleaners, Male,0,20,<=50K
27, Private, HS-grad, Never-married, Other-service, Male,0,22,<=50K
53, Private, Prof-school, Never-married, Prof-specialty, Female,0,40,<=50K
24, Private, Bachelors, Never-married, Sales, Female,0,40,<=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,>50K
34, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Female,0,18,<=50K
40, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Male,8614,50,>50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
86, Private, Masters, Never-married, Adm-clerical, Female,0,40,<=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Female,15024,60,>50K
43, Self-emp-not-inc,11th, Married-civ-spouse, Handlers-cleaners, Male,0,60,<=50K
47, Private, Some-college, Married-spouse-absent, Exec-managerial, Female,0,35,<=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,50,>50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Male,0,60,<=50K
25, Local-gov, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Male,0,40,>50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,65,<=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Male,4386,38,>50K
39, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Male,0,40,>50K
28, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Male,0,70,>50K
26, Private,10th, Never-married, Craft-repair, Male,0,55,<=50K
27, Private, Some-college, Never-married, Adm-clerical, Female,0,40,<=50K
59, Private, Some-college, Divorced, Prof-specialty, Male,0,40,<=50K
64, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,40,<=50K
90, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Male,2964,12,<=50K
51, Private, Some-college, Divorced, Sales, Female,0,45,>50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
39, Private,7th-8th, Married-spouse-absent, Machine-op-inspct, Female,0,40,<=50K
30, ?, HS-grad, Never-married, ?, Male,0,25,<=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Male,0,60,>50K
24, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Female,0,40,<=50K
23, Private, HS-grad, Never-married, Sales, Male,0,30,<=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Male,0,20,<=50K
48, ?, Some-college, Married-civ-spouse, ?, Female,0,20,<=50K
62, ?,12th, Divorced, ?, Male,0,40,<=50K
35, Self-emp-not-inc, Bachelors, Separated, Craft-repair, Male,0,65,<=50K
27, Private, Bachelors, Never-married, Prof-specialty, Male,0,40,<=50K
49, Private, Some-college, Divorced, Machine-op-inspct, Female,0,35,<=50K
18, Private,10th, Never-married, Sales, Male,0,20,<=50K
19, Private, Some-college, Never-married, Other-service, Female,0,30,<=50K
63, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Male,0,40,>50K
