estacion,provincia,altura,numero,NroOACI,LAT_decimal,LON_decimal,mes_txt,prec_sup_1mm,humedad,nubosidad,prec_mm,temp,temp_max,temp_min,viento
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Feb,9.2,63.2,4.7,67.9,13.0,20.4,7.6,6.8
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Mar,6.8,60.3,3.7,48.1,12.8,20.6,6.6,6.7
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Abr,1.4,46.0,2.3,6.8,11.3,20.3,3.1,5.5
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,May,0.2,32.6,1.6,1.1,7.3,17.8,-2.5,4.8
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Jun,0.0,27.4,1.4,0.0,4.8,16.3,-5.7,5.5
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Jul,0.0,25.7,1.3,0.0,4.5,16.1,-6.2,5.9
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Ago,0.2,26.7,1.3,1.2,7.0,18.0,-4.0,6.7
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Sep,0.6,32.1,1.8,3.9,10.0,20.0,-0.4,7.9
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Oct,2.3,42.4,2.6,14.4,12.4,21.7,3.3,7.9
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Nov,3.8,48.6,3.1,22.2,13.4,22.5,5.5,7.7
LA QUIACA OBSERVATORIO,JUJUY,3459.0,87007.0,SASQ,-22.1,-65.6,Dic,8.6,55.8,4.1,63.2,13.9,22.2,7.3,7.1
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Ene,7.1,59.9,3.9,90.3,27.6,35.2,21.5,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Feb,6.6,63.9,4.0,78.8,26.0,33.2,20.1,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Mar,5.4,67.9,3.8,63.4,23.9,30.8,18.6,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Abr,3.3,70.0,3.6,30.8,19.8,26.8,14.6,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,May,1.7,71.1,3.6,8.2,15.3,22.6,9.9,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Jun,0.7,70.3,3.2,4.0,11.4,19.7,5.6,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Jul,0.7,63.2,2.5,4.2,10.6,19.5,4.2,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Ago,0.5,52.2,2.1,3.3,14.2,23.3,6.9,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Sep,1.3,47.6,2.4,5.5,18.4,26.9,11.3,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Oct,2.0,49.3,2.9,19.5,22.8,30.8,15.9,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Nov,3.4,51.5,3.2,32.0,25.6,33.6,18.9,S/D
LA RIOJA AERO,LA RIOJA,429.0,87217.0,SANL,-29.366666666666667,-66.78333333333333,Dic,5.6,54.4,3.5,66.9,27.6,35.4,20.8,S/D
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Ene,7.5,69.9,3.0,130.0,23.2,30.4,16.9,10.9
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Feb,6.1,74.3,3.0,108.4,21.8,29.1,15.9,8.0
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Mar,6.9,76.3,2.9,128.6,19.9,27.3,14.2,8.3
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Abr,6.1,76.2,3.5,88.7,16.1,23.4,10.8,8.2
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,May,3.6,78.4,4.0,39.0,12.4,19.4,7.6,7.6
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Jun,1.9,76.9,3.9,13.2,9.1,16.3,4.0,6.7
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Jul,2.0,72.9,3.8,13.5,8.1,15.7,2.8,8.0
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Ago,2.0,67.1,3.3,17.5,10.2,18.7,3.9,10.6
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Sep,4.0,64.8,3.4,48.4,13.2,21.3,6.6,12.6
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Oct,7.8,68.1,3.7,102.3,16.6,23.8,10.5,13.6
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Nov,7.6,64.5,3.3,106.0,20.0,27.3,13.5,13.2
LABOULAYE AERO,CORDOBA,137.0,87534.0,SAOL,-34.11666666666667,-63.36666666666667,Dic,8.0,64.5,3.0,137.4,22.4,29.9,15.8,12.0
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Ene,6.2,69.3,3.6,98.3,22.6,29.7,15.2,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Feb,6.1,73.7,3.5,104.5,21.4,28.4,14.7,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Mar,6.4,77.4,3.5,118.8,19.4,26.2,13.0,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Abr,6.6,79.4,3.7,105.9,15.4,22.1,9.7,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,May,4.5,82.1,4.3,61.4,12.0,18.1,6.8,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Jun,4.1,82.2,4.3,52.5,9.0,14.7,4.1,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Jul,4.3,81.8,4.4,49.9,8.1,13.9,3.2,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Ago,4.2,79.3,4.1,57.1,10.2,16.5,4.8,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Sep,4.8,77.5,4.1,65.4,12.1,18.4,6.4,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Oct,7.0,76.2,4.2,102.6,15.4,21.4,9.4,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Nov,6.9,72.1,3.8,92.7,18.4,25.0,11.9,S/D
LAS FLORES,BUENOS AIRES,36.0,87563.0,SAEL,-36.03333333333333,-59.13333333333333,Dic,6.1,68.5,3.5,71.6,21.2,28.4,14.1,S/D
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Ene,6.7,67.9,3.9,130.3,28.3,35.5,22.1,5.4
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Feb,7.0,71.7,3.9,121.4,27.0,34.0,21.5,5.2
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Mar,7.5,74.1,3.7,156.4,25.7,32.7,20.3,4.7
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Abr,6.4,77.4,4.1,95.4,22.7,29.2,17.8,4.6
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,May,4.9,80.0,4.3,65.4,18.9,25.2,14.1,4.5
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Jun,3.1,78.5,4.5,16.9,17.2,23.8,12.5,4.8
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Jul,2.2,70.8,3.6,15.6,16.6,24.2,10.8,5.2
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Ago,1.4,61.5,3.0,11.9,19.3,27.6,12.6,6.3
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Sep,2.7,59.2,3.3,26.3,21.8,29.9,15.0,6.1
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Oct,5.6,63.2,3.8,70.3,24.9,32.3,18.6,6.6
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Nov,7.4,66.0,3.6,128.0,25.9,33.2,19.6,5.7
LAS LOMITAS,FORMOSA,130.0,87078.0,SATK,-24.7,-60.583333333333336,Dic,6.9,68.1,3.8,129.3,27.6,34.6,21.3,5.4
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Ene,3.0,43.8,2.6,22.7,20.6,29.1,11.6,10.4
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Feb,4.1,50.3,2.8,32.4,18.9,27.2,10.7,9.7
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Mar,3.2,55.4,2.9,30.2,16.4,25.0,8.9,8.8
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Abr,3.1,60.6,3.3,30.4,11.5,20.0,4.8,8.2
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,May,3.8,63.7,4.0,30.4,7.4,15.3,1.5,9.4
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Jun,4.0,61.9,3.9,33.5,4.7,12.5,-1.0,11.6
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Jul,2.9,59.8,3.7,24.4,3.8,11.8,-2.3,11.4
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Ago,3.2,53.7,3.6,26.9,5.8,14.2,-1.1,12.6
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Sep,2.9,49.2,3.6,17.4,8.7,17.0,1.3,12.2
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Oct,2.9,44.9,3.6,24.5,12.5,20.5,4.4,11.9
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Nov,2.6,40.9,3.1,25.9,16.2,24.4,7.3,12.1
MALARGUE AERO,MENDOZA,1425.0,87506.0,SAMM,-35.46666666666667,-69.58333333333333,Dic,2.8,40.0,2.7,21.9,19.2,27.5,10.0,11.7
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Ene,1.6,44.1,2.6,13.8,18.6,26.7,9.6,16.3
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Feb,2.1,47.9,2.6,24.6,17.5,25.7,9.1,13.3
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Mar,2.0,53.4,3.0,18.3,14.2,22.3,6.5,11.3
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Abr,2.9,60.9,3.3,23.4,8.9,16.6,2.4,10.6
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,May,3.8,68.8,3.8,22.7,4.8,11.3,-0.6,10.4
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Jun,5.0,72.4,4.0,25.8,1.8,7.1,-2.8,12.6
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Jul,S/D,71.0,3.7,S/D,0.6,6.2,-4.4,10.9
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Ago,2.0,66.4,3.7,8.9,2.8,9.6,-2.8,14.1
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Sep,2.4,59.0,3.4,14.0,5.7,13.1,-1.0,13.9
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Oct,3.1,54.1,3.6,22.9,9.6,16.9,2.3,14.6
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Nov,S/D,48.9,3.4,S/D,13.3,20.8,5.5,16.9
MAQUINCHAO,RIO NEGRO,888.0,87774.0,SAVQ,-41.233333333333334,-68.7,Dic,1.4,46.5,3.0,10.1,16.6,24.4,7.9,18.1
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Ene,6.6,73.9,3.7,91.1,20.3,26.4,14.5,16.4
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Feb,6.6,77.2,3.7,103.6,19.7,25.5,14.3,14.9
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Mar,7.0,79.5,3.8,95.2,18.1,23.8,12.9,14.2
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Abr,7.4,79.9,4.1,97.3,14.6,20.4,9.5,13.8
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,May,5.7,82.0,4.5,60.0,11.4,16.9,6.7,12.0
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Jun,5.9,81.6,4.6,66.1,8.5,13.8,4.0,14.0
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Jul,6.4,81.8,4.7,57.8,7.5,12.6,3.2,13.9
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Ago,5.8,79.5,4.5,63.6,9.0,14.7,4.2,14.8
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Sep,5.7,78.6,4.4,63.1,10.4,15.9,5.5,15.5
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Oct,7.2,77.7,4.5,83.1,13.2,18.6,8.1,16.1
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Nov,7.7,75.4,4.0,80.3,15.9,21.7,10.3,16.6
MAR DEL PLATA AERO,BUENOS AIRES,21.0,87692.0,SAZM,-37.916666666666664,-57.56666666666667,Dic,6.4,72.7,3.7,84.8,18.8,25.2,12.8,17.3
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Ene,6.2,75.4,3.1,114.4,23.5,30.4,17.2,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Feb,6.4,79.3,3.2,118.9,22.1,28.9,16.2,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Mar,6.5,78.1,3.1,109.7,20.6,27.9,14.7,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Abr,6.8,78.2,3.6,107.3,17.2,24.4,11.7,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,May,3.5,80.5,3.9,37.0,13.5,20.4,8.3,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Jun,2.3,80.3,4.0,18.8,10.3,17.3,4.9,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Jul,1.8,76.8,3.6,12.5,9.2,16.8,3.5,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Ago,2.3,71.4,3.2,21.6,11.3,19.7,4.8,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Sep,3.9,68.9,3.4,42.2,14.2,22.3,7.2,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Oct,6.7,69.9,3.7,102.3,17.8,25.1,11.2,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Nov,7.3,66.8,3.3,109.3,20.9,28.1,14.0,S/D
MARCOS JUAREZ AERO,CORDOBA,114.0,87467.0,SAOM,-32.666666666666664,-62.15,Dic,7.7,69.6,3.2,148.6,22.9,30.0,16.1,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Ene,4.5,48.4,3.3,47.2,25.9,32.8,19.3,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Feb,4.0,53.8,3.3,40.8,24.1,31.0,17.8,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Mar,3.4,59.7,3.2,31.6,21.5,28.1,15.7,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Abr,2.4,64.6,3.2,18.5,16.5,23.3,10.8,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,May,2.0,69.1,3.7,11.0,12.1,18.7,6.8,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Jun,1.0,66.9,3.2,5.7,8.7,15.9,2.9,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Jul,1.3,62.1,3.0,5.0,7.9,15.3,2.0,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Ago,1.3,53.2,2.7,7.9,10.8,18.6,4.3,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Sep,2.1,48.3,3.0,12.3,14.5,21.8,7.8,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Oct,2.0,45.3,3.0,11.2,18.7,25.7,11.9,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Nov,3.0,43.5,2.9,22.1,22.3,29.2,15.4,S/D
MENDOZA AERO,MENDOZA,704.0,87418.0,SAME,-32.833333333333336,-68.78333333333333,Dic,3.2,43.8,2.9,24.7,25.1,32.0,18.1,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Ene,4.9,54.3,3.2,39.6,24.4,30.7,18.3,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Feb,4.8,59.7,3.2,44.3,22.6,29.2,16.9,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Mar,4.3,64.1,3.2,35.7,20.2,26.5,15.0,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Abr,3.0,66.7,3.2,23.3,15.5,22.0,10.9,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,May,2.8,70.4,3.7,14.8,11.4,18.0,7.2,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Jun,1.7,67.6,3.2,8.1,8.2,15.3,3.9,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Jul,1.6,63.5,3.0,8.3,7.4,14.7,2.9,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Ago,1.9,56.4,2.7,10.1,10.1,17.6,4.9,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Sep,2.8,53.9,3.0,14.6,13.5,20.5,7.7,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Oct,2.4,52.2,3.0,13.9,17.4,24.0,11.2,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Nov,3.4,51.3,2.9,26.5,20.8,27.3,14.4,S/D
MENDOZA OBSERVATORIO,MENDOZA,827.0,87420.0,SAMK,-32.88333333333333,-68.86666666666666,Dic,3.8,51.5,2.8,27.8,23.5,30.0,17.1,S/D
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Ene,7.4,68.4,3.3,157.4,26.2,32.4,20.6,11.2
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Feb,6.9,72.5,3.4,140.6,25.1,31.2,20.0,10.8
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Mar,7.1,74.6,3.2,136.8,23.3,29.6,18.3,10.4
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Abr,7.6,78.0,3.5,197.2,19.9,25.8,15.3,10.1
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,May,6.8,81.1,3.9,114.7,16.2,21.7,12.0,10.5
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Jun,5.2,81.5,4.2,82.3,13.9,19.3,9.8,11.5
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Jul,4.5,78.3,3.9,61.7,13.1,18.9,8.8,12.2
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Ago,4.2,73.7,3.5,64.5,15.1,21.7,10.1,14.3
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Sep,6.2,72.5,3.8,91.9,17.0,23.1,11.9,14.2
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Oct,8.4,73.0,3.9,157.6,20.0,25.8,14.9,13.6
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Nov,6.7,68.1,3.2,149.1,22.6,28.7,16.8,12.2
MONTE CASEROS AERO,CORRIENTES,54.0,87393.0,SARM,-30.25,-57.63333333333333,Dic,7.8,67.5,3.3,167.3,24.9,31.1,19.1,11.4
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Ene,1.8,38.1,2.3,13.5,24.1,32.1,15.9,12.1
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Feb,1.9,45.4,2.4,12.6,22.4,30.6,14.4,10.4
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Mar,1.6,53.6,2.7,14.8,19.1,27.4,11.8,8.4
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Abr,2.7,63.0,3.4,21.9,13.7,21.8,7.2,7.7
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,May,4.0,70.2,4.2,26.4,9.5,16.6,4.0,7.0
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Jun,3.5,70.9,4.5,17.6,6.8,13.3,1.7,8.3
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Jul,2.8,68.0,4.2,17.9,6.0,13.1,0.5,7.9
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Ago,1.9,58.8,4.1,9.6,8.3,16.1,2.0,9.3
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Sep,2.6,51.1,3.7,16.5,11.7,19.3,4.8,10.2
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Oct,2.9,46.5,3.7,32.9,15.5,22.9,8.4,10.9
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Nov,2.2,39.9,3.3,17.7,19.5,27.1,11.9,12.0
NEUQUEN AERO,NEUQUEN,271.0,87715.0,SAZN,-38.95,-68.13333333333334,Dic,1.8,37.2,2.8,10.3,22.6,30.3,14.6,12.8
NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Ene,7.2,65.0,3.2,121.9,23.3,30.5,16.8,9.2
NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Feb,6.0,69.9,3.2,103.4,22.1,29.1,16.1,7.9
NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Mar,7.2,72.8,3.2,139.4,19.8,27.0,14.2,7.3
NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Abr,6.9,75.6,3.5,118.0,15.9,22.8,10.9,7.8
NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,May,4.8,78.9,4.0,67.4,12.5,18.9,8.0,7.4
NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Jun,3.7,78.3,4.2,38.5,9.4,15.4,5.1,7.7
NUEVE DE JULIO,BUENOS AIRES,76.0,87550.0,SAZX,-35.43333333333333,-60.86666666666667,Jul,3.8,76.6,4.1,37.8,8.5,14.6,4.2,8.7
