Estadísticas Climatológicas Normales - período 1991-2020													
													
Se deja constancia que la información vertida en el presente informe puede sufrir variaciones debido a los procesos de consistencia y depuración a los que es sometida la misma	
S/D: Sin Dato	
Las estadísticas de las estaciones que poseen un asterisco(*) en su nombre, fueron confeccionadas con un período algo menor que 1991-2020  


Estación	Valor Medio de	Ene	Feb	Mar	Abr	May	Jun	Jul	Ago	Sep	Oct	Nov	Dic	
OLAVARRÍA AERO	Humedad relativa (%)	65.9	71.3	77.2	78.7	81.9	82.0	81.3	77.6	76.6	76.3	71.5	64.9	
OLAVARRÍA AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
OLAVARRÍA AERO	Nubosidad total (octavos)	3.7	3.7	3.7	3.8	4.4	4.4	4.5	4.2	4.3	4.4	4.1	3.7	
OLAVARRÍA AERO	Precipitación (mm)	111.8	98.2	108.1	92.1	56.7	38.5	37.5	50.0	56.1	91.4	88.9	84.0	
OLAVARRÍA AERO	Frecuencia de días con Precipitación superior a 1.0 mm	7.1	6.0	6.7	6.0	4.2	3.5	4.0	3.5	4.7	7.1	7.4	6.0	
TANDIL AERO	Temperatura (°C)	20.8	19.6	17.4	13.5	10.2	7.2	6.2	8.2	10.2	13.3	16.4	19.5	
TANDIL AERO	Temperatura máxima (°C)	28.4	26.9	24.5	20.5	16.5	13.3	12.5	15.0	16.9	19.9	23.4	27.0	
TANDIL AERO	Temperatura mínima (°C)	13.3	12.7	11.0	7.4	4.8	2.0	1.1	2.4	3.9	6.8	9.3	11.6	
TANDIL AERO	Humedad relativa (%)	67.0	72.8	76.9	78.3	81.6	80.5	80.2	75.9	74.4	73.8	69.7	64.6	
TANDIL AERO	Velocidad del Viento (km/h) (2011-2020)	14.0	12.5	11.8	11.7	11.1	11.9	12.8	14.3	14.9	15.2	15.4	15.2	
TANDIL AERO	Nubosidad total (octavos)	3.4	3.4	3.5	3.6	4.3	4.4	4.4	4.2	4.2	4.2	3.7	3.3	
TANDIL AERO	Precipitación (mm)	108.8	98.5	91.6	93.5	56.0	48.6	41.1	57.5	58.7	85.9	98.4	74.0	
TANDIL AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.8	5.9	6.2	5.6	4.4	3.9	4.2	3.9	5.4	7.0	7.3	6.1	
DOLORES AERO	Temperatura (°C)	21.8	21.0	19.0	15.2	11.8	8.8	8.0	10.0	11.9	14.9	17.8	20.5	
DOLORES AERO	Temperatura máxima (°C)	28.5	27.5	25.6	21.8	17.9	14.5	13.6	15.9	17.7	20.7	24.0	27.3	
DOLORES AERO	Temperatura mínima (°C)	15.4	14.9	13.2	9.9	7.1	4.3	3.8	5.3	6.7	9.7	11.9	13.9	
DOLORES AERO	Humedad relativa (%)	72.7	76.5	79.5	82.0	84.7	85.2	84.7	81.8	79.6	78.0	74.5	71.1	
DOLORES AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
DOLORES AERO	Nubosidad total (octavos)	3.2	3.1	3.0	3.3	3.7	4.0	4.0	3.8	3.8	4.0	3.5	3.2	
DOLORES AERO	Precipitación (mm)	109.2	94.2	96.3	99.4	58.7	62.1	62.1	73.2	64.3	93.9	91.4	81.8	
DOLORES AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.6	6.5	6.8	6.7	5.1	5.1	5.4	5.0	5.6	7.4	7.0	6.5	
PIGÜÉ AERO	Temperatura (°C)	21.5	20.2	17.9	13.5	9.9	7.0	6.1	8.1	10.4	13.5	17.0	20.3	
PIGÜÉ AERO	Temperatura máxima (°C)	28.9	27.6	24.8	20.1	15.8	12.7	11.8	14.6	17.0	19.9	24.0	27.8	
PIGÜÉ AERO	Temperatura mínima (°C)	14.3	13.3	11.6	8.0	5.1	2.1	1.2	2.6	4.3	7.3	10.0	12.7	
PIGÜÉ AERO	Humedad relativa (%)	60.3	65.0	71.2	73.5	78.9	77.8	76.1	70.0	68.4	68.3	62.9	57.1	
PIGÜÉ AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
PIGÜÉ AERO	Nubosidad total (octavos)	3.5	3.4	3.5	3.8	4.6	4.7	4.6	4.3	4.2	4.2	3.8	3.6	
PIGÜÉ AERO	Precipitación (mm)	81.2	101.2	95.8	72.3	43.1	24.5	31.5	34.4	59.7	94.0	93.4	87.3	
PIGÜÉ AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.9	6.0	6.5	5.0	4.3	3.3	3.6	3.7	5.4	7.4	7.3	6.8	
CORONEL PRINGLES AERO*	Temperatura (°C)	21.5	19.9	17.5	13.2	9.9	7.1	6.2	7.8	10.1	13.4	17.0	20.2	
CORONEL PRINGLES AERO*	Temperatura máxima (°C)	29.3	27.5	24.9	20.4	16.4	13.3	12.5	14.9	17.2	20.0	24.3	28.1	
CORONEL PRINGLES AERO*	Temperatura mínima (°C)	13.7	13.0	11.0	7.3	4.8	1.9	1.1	2.2	3.5	6.8	9.4	12.0	
CORONEL PRINGLES AERO*	Humedad relativa (%)	61.5	68.7	74.4	76.1	79.5	77.5	76.4	72.9	71.4	71.5	65.6	61.2	
CORONEL PRINGLES AERO*	Velocidad del Viento (km/h) (2011-2020)	10.8	9.3	9.1	8.0	8.3	10.2	9.7	10.3	10.0	9.8	10.6	11.5	
CORONEL PRINGLES AERO*	Nubosidad total (octavos)	3.3	3.5	3.5	3.7	4.3	4.2	4.3	4.1	4.1	4.2	3.7	3.4	
CORONEL PRINGLES AERO*	Precipitación (mm)	73.9	91.5	81.9	62.9	37.9	22.5	37.0	38.3	50.6	93.2	82.4	81.2	
CORONEL PRINGLES AERO*	Frecuencia de días con Precipitación superior a 1.0 mm	6.4	6.4	6.6	5.6	4.6	3.3	4.1	4.1	5.5	7.6	6.8	6.9	
TRES ARROYOS	Temperatura (°C)	21.8	20.5	18.4	14.2	10.9	8.1	7.1	8.9	10.8	13.8	17.1	20.3	
TRES ARROYOS	Temperatura máxima (°C)	29.4	27.9	25.4	20.9	16.8	13.5	12.7	15.2	17.3	20.3	24.1	28.0	
TRES ARROYOS	Temperatura mínima (°C)	15.2	14.6	13.1	9.4	6.8	4.0	3.1	4.3	5.6	8.3	10.9	13.6	
TRES ARROYOS	Humedad relativa (%)	59.6	66.6	71.2	73.3	77.7	76.5	76.0	71.1	70.7	69.8	63.9	58.1	
TRES ARROYOS	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
TRES ARROYOS	Nubosidad total (octavos)	3.6	3.7	3.7	4.1	4.9	4.9	4.9	4.7	4.7	4.5	4.1	3.8	
TRES ARROYOS	Precipitación (mm)	79.8	106.5	79.8	73.2	52.1	44.0	42.7	46.3	56.3	82.1	90.7	78.5	
TRES ARROYOS	Frecuencia de días con Precipitación superior a 1.0 mm	6.9	6.7	6.9	6.5	5.7	4.9	5.2	4.8	5.7	7.3	6.7	7.0	
MAR DEL PLATA AERO	Temperatura (°C)	20.3	19.7	18.1	14.6	11.4	8.5	7.5	9.0	10.4	13.2	15.9	18.8	
MAR DEL PLATA AERO	Temperatura máxima (°C)	26.4	25.5	23.8	20.4	16.9	13.8	12.6	14.7	15.9	18.6	21.7	25.2	
MAR DEL PLATA AERO	Temperatura mínima (°C)	14.5	14.3	12.9	9.5	6.7	4.0	3.2	4.2	5.5	8.1	10.3	12.8	
MAR DEL PLATA AERO	Humedad relativa (%)	73.9	77.2	79.5	79.9	82.0	81.6	81.8	79.5	78.6	77.7	75.4	72.7	
MAR DEL PLATA AERO	Velocidad del Viento (km/h) (2011-2020)	16.4	14.9	14.2	13.8	12.0	14.0	13.9	14.8	15.5	16.1	16.6	17.3	
MAR DEL PLATA AERO	Nubosidad total (octavos)	3.7	3.7	3.8	4.1	4.5	4.6	4.7	4.5	4.4	4.5	4.0	3.7	
MAR DEL PLATA AERO	Precipitación (mm)	91.1	103.6	95.2	97.3	60.0	66.1	57.8	63.6	63.1	83.1	80.3	84.8	
MAR DEL PLATA AERO	Frecuencia de días con Precipitación superior a 1.0 mm	6.6	6.6	7.0	7.4	5.7	5.9	6.4	5.8	5.7	7.2	7.7	6.4	
NEUQUÉN AERO	Temperatura (°C)	24.1	22.4	19.1	13.7	9.5	6.8	6.0	8.3	11.7	15.5	19.5	22.6	
NEUQUÉN AERO	Temperatura máxima (°C)	32.1	30.6	27.4	21.8	16.6	13.3	13.1	16.1	19.3	22.9	27.1	30.3	
NEUQUÉN AERO	Temperatura mínima (°C)	15.9	14.4	11.8	7.2	4.0	1.7	0.5	2.0	4.8	8.4	11.9	14.6	
NEUQUÉN AERO	Humedad relativa (%)	38.1	45.4	53.6	63.0	70.2	70.9	68.0	58.8	51.1	46.5	39.9	37.2	
NEUQUÉN AERO	Velocidad del Viento (km/h) (2011-2020)	12.1	10.4	8.4	7.7	7.0	8.3	7.9	9.3	10.2	10.9	12.0	12.8	
NEUQUÉN AERO	Nubosidad total (octavos)	2.3	2.4	2.7	3.4	4.2	4.5	4.2	4.1	3.7	3.7	3.3	2.8	
NEUQUÉN AERO	Precipitación (mm)	13.5	12.6	14.8	21.9	26.4	17.6	17.9	9.6	16.5	32.9	17.7	10.3	
NEUQUÉN AERO	Frecuencia de días con Precipitación superior a 1.0 mm	1.8	1.9	1.6	2.7	4.0	3.5	2.8	1.9	2.6	2.9	2.2	1.8	
BAHÍA BLANCA AERO	Temperatura (°C)	23.6	22.1	19.6	15.1	11.4	8.4	7.6	9.6	11.8	15.0	18.7	22.0	
BAHÍA BLANCA AERO	Temperatura máxima (°C)	31.2	29.6	27.0	22.0	17.7	14.5	13.9	16.5	18.9	22.1	26.0	29.7	
BAHÍA BLANCA AERO	Temperatura mínima (°C)	16.3	15.2	13.4	9.4	6.4	3.5	2.4	4.1	5.6	8.5	11.6	14.5	
BAHÍA BLANCA AERO	Humedad relativa (%)	53.0	59.4	65.3	69.9	75.2	73.4	72.3	67.0	65.2	64.9	58.1	52.0	
BAHÍA BLANCA AERO	Velocidad del Viento (km/h) (2011-2020)	21.6	18.6	18.0	15.9	15.5	17.4	16.6	18.8	18.3	18.3	19.2	20.5	
BAHÍA BLANCA AERO	Nubosidad total (octavos)	3.1	2.9	3.1	3.5	4.0	4.1	4.0	3.9	3.8	3.8	3.5	3.2	
BAHÍA BLANCA AERO	Precipitación (mm)	66.2	69.4	70.6	53.2	41.5	32.6	32.4	31.7	45.0	69.5	62.3	64.7	
BAHÍA BLANCA AERO	Frecuencia de días con Precipitación superior a 1.0 mm	5.6	5.2	6.0	5.1	4.2	4.0	3.8	3.5	4.5	6.7	5.8	5.3	
BARILOCHE AERO	Temperatura (°C)	15.4	15.0	12.1	8.1	5.2	3.0	2.1	3.1	5.2	7.9	10.9	13.5	
BARILOCHE AERO	Temperatura máxima (°C)	23.2	23.1	20.1	15.0	10.6	7.2	6.7	8.4	11.6	14.7	17.9	20.7	
BARILOCHE AERO	Temperatura mínima (°C)	7.0	6.6	4.9	2.4	1.0	-0.5	-1.6	-1.0	-0.1	1.7	3.9	5.9	
BARILOCHE AERO	Humedad relativa (%)	51.9	53.3	60.2	68.2	76.0	79.1	78.0	74.9	66.9	61.5	56.6	53.6	
BARILOCHE AERO	Velocidad del Viento (km/h) (2011-2020)	22.2	18.9	17.9	16.9	16.1	19.1	17.0	18.5	19.1	20.5	23.7	24.7	
BARILOCHE AERO	Nubosidad total (octavos)	2.8	2.7	3.3	4.0	4.9	5.4	5.0	4.9	4.1	4.0	3.7	3.3	
BARILOCHE AERO	Precipitación (mm)	23.6	17.5	29.4	57.1	113.7	168.3	126.4	117.3	55.4	48.7	30.1	25.0	
BARILOCHE AERO	Frecuencia de días con Precipitación superior a 1.0 mm	2.5	2.5	4.1	6.2	10.2	13.3	11.6	11.4	6.5	6.0	4.0	3.5	
MAQUINCHAO	Temperatura (°C)	18.6	17.5	14.2	8.9	4.8	1.8	0.6	2.8	5.7	9.6	13.3	16.6	
MAQUINCHAO	Temperatura máxima (°C)	26.7	25.7	22.3	16.6	11.3	7.1	6.2	9.6	13.1	16.9	20.8	24.4	
MAQUINCHAO	Temperatura mínima (°C)	9.6	9.1	6.5	2.4	-0.6	-2.8	-4.4	-2.8	-1.0	2.3	5.5	7.9	
MAQUINCHAO	Humedad relativa (%)	44.1	47.9	53.4	60.9	68.8	72.4	71.0	66.4	59.0	54.1	48.9	46.5	
MAQUINCHAO	Velocidad del Viento (km/h) (2011-2020)	16.3	13.3	11.3	10.6	10.4	12.6	10.9	14.1	13.9	14.6	16.9	18.1	
MAQUINCHAO	Nubosidad total (octavos)	2.6	2.6	3.0	3.3	3.8	4.0	3.7	3.7	3.4	3.6	3.4	3.0	
MAQUINCHAO	Precipitación (mm)	13.8	24.6	18.3	23.4	22.7	25.8	S/D	8.9	14.0	22.9	S/D	10.1	
MAQUINCHAO	Frecuencia de días con Precipitación superior a 1.0 mm	1.6	2.1	2.0	2.9	3.8	5.0	S/D	2.0	2.4	3.1	S/D	1.4	
SAN ANTONIO OESTE AERO	Temperatura (°C)	22.8	21.8	19.2	14.3	10.2	7.5	6.6	8.7	11.3	15.2	18.7	21.5	
SAN ANTONIO OESTE AERO	Temperatura máxima (°C)	30.4	29.2	26.4	21.5	16.9	13.8	13.4	15.8	18.1	22.0	25.9	28.9	
SAN ANTONIO OESTE AERO	Temperatura mínima (°C)	15.7	14.6	12.3	7.8	4.6	2.1	1.0	2.5	4.3	7.7	11.1	13.8	
SAN ANTONIO OESTE AERO	Humedad relativa (%)	47.1	51.2	54.9	59.7	67.5	67.0	65.9	59.4	56.5	51.5	48.0	45.5	
SAN ANTONIO OESTE AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
SAN ANTONIO OESTE AERO	Nubosidad total (octavos)	2.8	2.8	3.1	3.3	3.9	4.1	3.8	3.9	3.7	3.7	3.6	3.3	
SAN ANTONIO OESTE AERO	Precipitación (mm)	19.4	27.3	33.4	37.6	28.4	25.7	20.9	16.6	17.9	27.8	19.0	19.4	
SAN ANTONIO OESTE AERO	Frecuencia de días con Precipitación superior a 1.0 mm	2.7	2.9	2.9	2.9	3.6	3.2	2.7	2.2	3.0	3.4	3.1	2.3	
VIEDMA AERO	Temperatura (°C)	22.1	21.0	18.6	14.0	10.3	7.5	6.7	8.4	10.6	14.2	17.8	20.6	
VIEDMA AERO	Temperatura máxima (°C)	29.7	28.5	25.9	21.2	16.7	13.5	13.1	15.4	17.7	21.4	25.1	28.2	
VIEDMA AERO	Temperatura mínima (°C)	14.7	14.0	12.1	7.9	4.9	2.4	1.4	2.5	4.0	7.0	10.3	12.9	
VIEDMA AERO	Humedad relativa (%)	51.0	56.9	62.8	67.3	73.8	73.4	71.6	66.4	64.1	58.7	52.9	49.4	
VIEDMA AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
VIEDMA AERO	Nubosidad total (octavos)	2.8	2.9	3.1	3.5	4.2	4.3	4.1	4.1	3.9	3.7	3.5	3.2	
VIEDMA AERO	Precipitación (mm)	30.8	40.3	53.0	37.7	31.8	26.8	29.7	24.7	24.3	32.4	28.4	23.2	
VIEDMA AERO	Frecuencia de días con Precipitación superior a 1.0 mm	3.2	3.8	4.5	4.2	4.1	3.9	4.0	3.4	3.8	3.9	3.9	3.3	
EL BOLSÓN AERO*	Temperatura (°C)	17.4	16.3	12.9	9.3	6.4	4.2	3.6	4.9	7.1	10.3	13.1	16.3	
EL BOLSÓN AERO*	Temperatura máxima (°C)	25.7	25.7	22.2	16.9	12.3	9.0	8.8	11.0	14.5	17.7	20.5	23.7	
EL BOLSÓN AERO*	Temperatura mínima (°C)	7.9	7.7	5.8	3.5	1.8	0.3	-0.4	0.5	1.2	3.3	5.0	6.8	
EL BOLSÓN AERO*	Humedad relativa (%)	59.3	65.1	71.4	78.3	82.3	83.3	83.8	79.8	72.8	67.6	62.8	59.2	
EL BOLSÓN AERO*	Velocidad del Viento (km/h) (2011-2020)	5.9	5.8	4.5	3.9	4.9	5.8	5.0	6.1	5.6	7.6	7.7	7.1	
EL BOLSÓN AERO*	Nubosidad total (octavos)	3.3	3.1	3.7	4.2	5.0	5.6	5.3	5.2	4.5	4.4	4.3	3.8	
EL BOLSÓN AERO*	Precipitación (mm)	34.7	30.8	33.1	73.7	109.7	173.1	130.9	135.2	55.3	51.3	44.4	33.4	
EL BOLSÓN AERO*	Frecuencia de días con Precipitación superior a 1.0 mm	3.8	4.0	5.1	7.5	10.8	13.6	12.6	12.9	7.3	6.9	5.8	4.2	
ESQUEL AERO	Temperatura (°C)	15.4	15.1	12.4	8.4	5.2	2.6	1.7	3.4	5.6	8.4	11.3	13.7	
ESQUEL AERO	Temperatura máxima (°C)	22.0	22.3	19.2	14.7	10.5	7.0	6.2	8.7	11.9	14.6	17.6	20.1	
ESQUEL AERO	Temperatura mínima (°C)	8.6	8.1	5.8	2.9	0.8	-1.4	-2.4	-1.1	0.2	2.3	4.9	7.3	
ESQUEL AERO	Humedad relativa (%)	47.4	49.9	56.0	63.0	72.1	75.4	75.3	70.1	61.7	55.0	49.9	47.5	
ESQUEL AERO	Velocidad del Viento (km/h) (2011-2020)	19.9	16.3	14.4	13.5	12.6	14.0	12.5	14.0	14.4	16.4	19.8	21.0	
ESQUEL AERO	Nubosidad total (octavos)	3.2	3.1	3.5	3.7	4.4	4.6	4.4	4.3	3.9	3.9	3.8	3.6	
ESQUEL AERO	Precipitación (mm)	22.1	20.8	23.5	41.1	64.5	81.1	64.5	55.3	29.4	28.7	21.3	20.3	
ESQUEL AERO	Frecuencia de días con Precipitación superior a 1.0 mm	3.2	3.3	3.6	5.5	7.4	8.8	7.8	8.4	5.1	4.5	3.6	2.7	
TRELEW AERO	Temperatura (°C)	21.6	20.2	17.9	13.5	9.5	6.4	5.9	8.0	10.4	14.1	17.4	20.0	
TRELEW AERO	Temperatura máxima (°C)	29.3	28.0	25.4	21.0	16.1	12.6	12.4	15.0	17.6	21.2	24.8	27.5	
TRELEW AERO	Temperatura mínima (°C)	13.7	12.6	10.8	7.0	3.6	1.0	0.3	1.9	3.7	6.6	9.6	12.0	
TRELEW AERO	Humedad relativa (%)	42.1	49.8	52.9	56.9	65.0	67.5	66.3	59.7	56.0	49.7	44.4	41.4	
TRELEW AERO	Velocidad del Viento (km/h) (2011-2020)	21.3	18.5	16.2	15.1	14.3	15.1	14.8	16.6	17.0	17.8	19.8	20.6	
TRELEW AERO	Nubosidad total (octavos)	3.3	3.2	3.4	3.5	4.0	3.9	3.8	4.0	3.9	3.9	3.8	3.6	
TRELEW AERO	Precipitación (mm)	11.9	23.5	21.0	23.3	22.6	25.4	17.4	14.1	14.7	18.1	12.9	13.2	
TRELEW AERO	Frecuencia de días con Precipitación superior a 1.0 mm	2.2	2.7	3.1	2.4	3.7	3.9	3.2	3.9	3.4	3.1	2.5	2.2	
PERITO MORENO AERO	Temperatura (°C)	15.4	15.0	12.2	8.6	5.1	2.3	1.7	3.6	6.1	9.2	11.8	14.1	
PERITO MORENO AERO	Temperatura máxima (°C)	21.5	21.3	18.2	14.4	9.9	S/D	6.4	8.8	11.7	15.0	17.6	19.6	
PERITO MORENO AERO	Temperatura mínima (°C)	9.5	9.0	6.8	3.6	0.6	-2.2	-2.8	-0.9	0.9	3.4	6.1	8.2	
PERITO MORENO AERO	Humedad relativa (%)	47.6	50.7	56.8	64.4	73.4	76.8	S/D	70.4	63.0	53.5	50.5	47.1	
PERITO MORENO AERO	Velocidad del Viento (km/h) (2011-2020)	35.4	30.0	26.8	23.8	19.9	21.6	20.0	22.4	24.4	28.1	34.1	36.5	
PERITO MORENO AERO	Nubosidad total (octavos)	3.8	3.9	3.8	3.8	4.4	4.3	4.2	4.0	4.0	3.9	4.1	4.2	
PERITO MORENO AERO	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
PERITO MORENO AERO	Frecuencia de días con Precipitación superior a 1.0 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
COMODORO RIVADAVIA AERO	Temperatura (°C)	19.8	18.8	16.5	13.3	10.0	7.3	6.7	8.2	10.2	13.1	15.9	18.3	
COMODORO RIVADAVIA AERO	Temperatura máxima (°C)	26.3	25.1	22.7	18.8	14.6	11.3	11.0	13.1	15.6	18.9	22.2	24.7	
COMODORO RIVADAVIA AERO	Temperatura mínima (°C)	13.5	12.8	11.0	8.5	5.7	3.3	2.7	3.9	5.2	7.4	9.9	12.2	
COMODORO RIVADAVIA AERO	Humedad relativa (%)	39.0	44.8	48.4	51.0	57.8	59.0	57.9	54.3	51.8	46.3	41.9	39.8	
COMODORO RIVADAVIA AERO	Velocidad del Viento (km/h) (2011-2020)	23.2	20.4	18.1	18.5	18.0	20.6	18.6	20.0	19.3	19.5	22.6	24.4	
COMODORO RIVADAVIA AERO	Nubosidad total (octavos)	4.2	4.2	4.2	4.1	4.5	4.5	4.4	4.5	4.5	4.5	4.5	4.5	
COMODORO RIVADAVIA AERO	Precipitación (mm)	10.7	17.3	27.7	31.8	33.5	37.2	21.4	19.3	19.8	12.6	14.3	12.5	
COMODORO RIVADAVIA AERO	Frecuencia de días con Precipitación superior a 1.0 mm	1.6	2.3	3.0	2.6	3.8	4.2	3.3	3.3	3.6	2.5	2.4	2.1	
GOBERNADOR GREGORES AERO*	Temperatura (°C)	15.3	15.2	12.5	9.1	5.3	1.9	S/D	S/D	6.6	9.5	12.3	14.3	
GOBERNADOR GREGORES AERO*	Temperatura máxima (°C)	22.6	22.5	18.9	14.9	10.1	5.9	5.7	8.4	12.2	16.0	19.0	21.0	
GOBERNADOR GREGORES AERO*	Temperatura mínima (°C)	9.2	8.9	7.1	4.1	1.1	-2.0	-2.4	-0.7	1.5	3.8	6.4	8.2	
GOBERNADOR GREGORES AERO*	Humedad relativa (%)	43.7	47.6	52.4	57.1	66.3	71.0	S/D	S/D	55.6	49.9	44.7	43.9	
GOBERNADOR GREGORES AERO*	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
GOBERNADOR GREGORES AERO*	Nubosidad total (octavos)	4.0	3.8	3.7	3.5	3.6	3.6	S/D	S/D	3.8	3.8	3.9	4.2	
GOBERNADOR GREGORES AERO*	Precipitación (mm)	8.4	12.7	13.6	11.2	10.1	16.2	8.6	10.1	8.1	9.0	9.3	8.1	
GOBERNADOR GREGORES AERO*	Frecuencia de días con Precipitación superior a 1.0 mm	1.8	2.8	2.7	2.5	2.3	3.8	2.7	2.5	2.6	2.0	2.2	2.3	
PUERTO DESEADO AERO	Temperatura (°C)	16.4	15.6	13.8	10.5	7.2	4.3	3.5	5.2	7.3	10.3	13.1	15.1	
PUERTO DESEADO AERO	Temperatura máxima (°C)	23.4	22.3	20.2	16.2	11.7	8.0	7.6	10.2	13.1	16.6	19.7	21.6	
PUERTO DESEADO AERO	Temperatura mínima (°C)	10.5	10.2	8.6	5.8	3.2	0.8	0.1	1.2	2.6	5.0	7.3	9.4	
PUERTO DESEADO AERO	Humedad relativa (%)	54.7	59.5	62.9	65.0	70.5	75.1	74.6	69.6	66.4	60.4	55.5	55.6	
PUERTO DESEADO AERO	Velocidad del Viento (km/h) (2011-2020)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
PUERTO DESEADO AERO	Nubosidad total (octavos)	4.3	4.3	4.0	3.8	4.1	4.2	4.1	4.2	4.2	4.4	4.6	4.6	
PUERTO DESEADO AERO	Precipitación (mm)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
PUERTO DESEADO AERO	Frecuencia de días con Precipitación superior a 1.0 mm	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	
EL CALAFATE AERO*	Temperatura (°C)	13.9	13.6	10.9	7.1	3.4	1.0	0.6	2.0	5.2	8.0	10.7	12.8	
EL CALAFATE AERO*	Temperatura máxima (°C)	19.1	19.2	16.6	12.9	8.7	5.5	5.2	6.9	11.1	13.5	15.8	17.9	
EL CALAFATE AERO*	Temperatura mínima (°C)	7.2	6.8	4.7	1.1	-1.7	-3.7	-4.4	-2.8	-0.8	1.3	4.0	6.2	
EL CALAFATE AERO*	Humedad relativa (%)	46.6	51.3	58.3	66.1	75.1	78.4	78.3	75.3	64.0	54.9	49.9	48.1	
EL CALAFATE AERO*	Velocidad del Viento (km/h) (2011-2020)	23.2	20.6	18.1	15.6	11.8	12.9	11.7	13.6	16.0	18.9	23.9	24.4	
EL CALAFATE AERO*	Nubosidad total (octavos)	4.6	4.4	4.5	4.3	4.5	4.6	4.5	4.4	4.3	4.4	4.5	4.8	
EL CALAFATE AERO*	Precipitación (mm)	6.9	13.7	16.7	19.5	20.3	14.6	13.6	14.2	11.4	13.5	6.9	9.5	
EL CALAFATE AERO*	Frecuencia de días con Precipitación superior a 1.0 mm	1.4	2.3	2.6	3.3	3.8	3.6	3.0	3.4	2.4	2.1	1.5	2.0	
SAN JULIÁN AERO	Temperatura (°C)	16.1	15.3	13.2	10.0	6.5	3.6	3.3	4.8	7.4	10.2	13.0	14.7	
SAN JULIÁN AERO	Temperatura máxima (°C)	22.9	22.3	19.9	16.1	11.3	7.5	7.4	10.0	13.4	16.7	19.6	21.4	
SAN JULIÁN AERO	Temperatura mínima (°C)	9.4	8.9	7.4	4.9	2.1	-0.1	-0.5	0.6	2.3	4.2	6.5	8.3	
SAN JULIÁN AERO	Humedad relativa (%)	51.5	56.7	59.3	62.5	69.5	74.5	74.4	69.6	64.0	57.0	52.0	52.5	
SAN JULIÁN AERO	Velocidad del Viento (km/h) (2011-2020)	27.6	25.4	23.9	24.0	22.7	25.6	23.9	25.6	26.2	26.7	29.8	29.2	
SAN JULIÁN AERO	Nubosidad total (octavos)	4.4	4.1	3.9	3.8	3.8	3.8	3.8	3.9	4.1	4.1	4.5	4.7	
SAN JULIÁN AERO	Precipitación (mm)	16.5	25.7	25.6	16.1	24.8	30.6	25.6	18.7	16.9	17.6	15.5	24.6	
SAN JULIÁN AERO	Frecuencia de días con Precipitación superior a 1.0 mm	3.2	4.1	3.8	3.1	4.2	4.6	4.0	3.7	3.4	3.5	3.6	4.4	
RÍO GALLEGOS AERO	Temperatura (°C)	13.6	13.0	10.8	7.6	4.4	1.6	1.5	3.1	5.6	8.3	10.9	12.6	
RÍO GALLEGOS AERO	Temperatura máxima (°C)	20.0	19.5	17.1	13.4	8.8	5.2	5.1	7.5	11.3	14.8	17.1	18.6	
RÍO GALLEGOS AERO	Temperatura mínima (°C)	7.4	6.9	5.4	2.7	0.2	-2.1	-2.3	-0.8	0.8	2.3	4.5	6.5	
RÍO GALLEGOS AERO	Humedad relativa (%)	51.9	56.3	62.4	68.6	75.1	79.0	77.7	73.4	66.1	56.9	52.6	52.5	
RÍO GALLEGOS AERO	Velocidad del Viento (km/h) (2011-2020)	26.2	23.5	21.6	20.5	18.3	19.6	18.8	20.4	21.0	23.7	27.8	27.1	
RÍO GALLEGOS AERO	Nubosidad total (octavos)	5.4	5.1	4.9	4.7	4.4	4.3	4.4	4.5	4.7	4.8	5.2	5.5	
RÍO GALLEGOS AERO	Precipitación (mm)	26.9	29.5	28.6	24.6	24.3	20.9	19.8	18.7	14.6	14.5	22.0	32.2	
